제품명,리뷰,0
B,B 컴퓨터는 64GB RAM이라 멀티태스킹이 여유롭습니다.,0.472196221
D,D 컴퓨터는 기본적인 멀티태스킹에 충분합니다.,0.928938161
E,E 컴퓨터는 내장 그래픽임에도 영상 품질이 선명했습니다.,0.832490567
E,E 컴퓨터는 웹 서핑 속도가 빠릅니다.,0.61314155
E,E 컴퓨터는 카페에서 쓰기 좋은 서브 PC입니다.,0.562486068
E,E 컴퓨터는 가벼운 인디 게임 정도는 쾌적하게 실행할 수 있었습니다.,0.264111229
D,D 컴퓨터는 발열과 소음이 잘 잡혀 장시간 게임에도 안정적이었습니다.,0.870400381
B,B 컴퓨터는 디자인과 성능이 모두 만족스럽습니다.,0.286718599
A," 전원 버튼 누르고 커피 한 잔 타 마시고 와도 아직 윈도우 로고 화면입니다. 이게 컴퓨터입니까, 엑티브X 로딩입니까?",0.40800273
D,D 컴퓨터는 로딩 속도가 빠릅니다.,0.129809373
D,D 컴퓨터는 합리적 성능 덕분에 학생이나 직장인에게 적합합니다.,0.111394164
C,C 컴퓨터는 가정용과 사무용으로 모두 적합합니다.,0.0329105709
A,크롬 탭 3개만 열어도 컴퓨터 전체가 멈춥니다. '응답 없음'이 기본값입니다.,0.574038209
D,D 컴퓨터는 장시간 사용에도 안정적입니다.,0.715224998
D,D 컴퓨터는 전반적으로 가격과 성능을 잘 맞춘 제품입니다.,0.17603675
C,C 컴퓨터는 CPU와 GPU 밸런스가 잘 맞아 게이머와 크리에이터 모두에게 적합합니다.,0.236438398
B,B 컴퓨터는 인텔 i7과 RTX 4080 Super 조합으로 게임과 전문 작업 모두 쾌적하게 해냅니다.,0.571052875
A,"안녕하세요'를 치면 '안...녕...하...세...요...'가 5초에 걸쳐 나옵니다. 내 생각이 키보드 속도를 앞지르는 게 아니라, 이 컴퓨터가 시간을 왜곡하고 있습니다.",0.609172237
E,E 컴퓨터는 소음이 거의 없어 쾌적합니다.,0.0691182337
A,"크롬 탭 하나를 더 여는 행위는 이 컴퓨터에 대한 '공격'으로 간주됩니다. 탭 4개를 여는 순간, 비행기 이륙 소리와 함께 모든 것이 멈춥니다.",0.21099056
C,C 컴퓨터는 장기간 업그레이드 걱정 없이 사용할 수 있을 것 같습니다.,0.756594078
D,D 컴퓨터는 게임과 업무의 균형이 괜찮습니다.,0.58187831
E,E 컴퓨터는 SSD 덕분에 부팅이 매우 빠릅니다.,0.561626612
D,D 컴퓨터는 사무와 게임 두 가지 용도로 모두 적합했습니다.,0.0835462177
E,E 컴퓨터는 유튜브 시청할 때 끊김이 없습니다.,0.0909193995
D,D 컴퓨터는 로딩과 부팅 속도가 충분히 빠릅니다.,0.0257346802
A,5MB짜리 PDF 파일 하나 여는 데 1분이 걸립니다. 차라리 그 시간에 스마트폰으로 다시 다운로드해서 보는 게 빠릅니다.,0.0451942265
E,E 컴퓨터는 사무실 업무용으로 문서 처리와 ERP 사용에 최적이었습니다.,0.62132314
A,이 컴퓨터의 유일한 '응답'은 '(응답 없음)' 창입니다.,0.264352579
