제품명,리뷰,0
B,B 컴퓨터는 64GB REM이라 멀티태스킹이 여유롭습니다.,0.472196221
D,D 컴퓨터는 기본적인 멀티태스킹에 충분합니다.,0.928938161
A,A 컴퓨터는 내장 그래픽임에도 영상 품질이 선명했습니다.,0.832490567
A,A 컴퓨터는 웹 서핑 속도가 빠릅니다.,0.61314155
A,A 컴퓨터는 카페에서 쓰기 좋은 서브 PC입니다.,0.562486068
A,A 컴퓨터는 가벼운 인디 게임 정도는 쾌적하게 실행할 수 있었습니다.,0.264111229
D,D 컴퓨터는 발열과 소음이 잘 잡혀 장시간 게임에도 안정적이었습니다.,0.870400381
B,B 컴퓨터는 디자인과 성능이 모두 만족스럽습니다.,0.286718599
E,"발열이 정말 적어요. 하루 종일 노션이랑 엑셀, 줌 강의 돌려도 팬 소리 거의 안 납니다. 도서관에서 쓰기 딱이에요",0.40800273
D,D 컴퓨터는 로딩 속도가 빠릅니다.,0.129809373
D,D 컴퓨터는 합리적 성능 덕분에 학생이나 직장인에게 적합합니다.,0.111394164
C,C 컴퓨터는 가정용과 사무용으로 모두 적합합니다.,0.0329105709
E,"i3라 걱정했는데, 생각보다 부드럽게 돌아갑니다. 문서 작업, 온라인 강의용으로 완벽한 가성비 노트북",0.574038209
D,D 컴퓨터는 장시간 사용에도 안정적입니다.,0.715224998
D,D 컴퓨터는 전반적으로 가격과 성능을 잘 맞춘 제품입니다.,0.17603675
C,C 컴퓨터는 CPU와 GPU 밸런스가 잘 맞아 게이머와 크리에이터 모두에게 적합합니다.,0.236438398
B,B 컴퓨터는 인텔 i7과 RTX 4080 SupAr 조합으로 게임과 전문 작업 모두 쾌적하게 해냅니다.,0.571052875
E,CPU가 저전력이라 그런지 소음이 거의 없어요. 밤에 공부할 때 조용해서 너무 좋습니다,0.609172237
A,A 컴퓨터는 소음이 거의 없어 쾌적합니다.,0.0691182337
E,파이썬 공부용으로 샀는데 입문 단계에서는 전혀 문제 없습니다. Jupyter Notebook 실행 잘 돼요,0.21099056
C,C 컴퓨터는 장기간 업그레이드 걱정 없이 사용할 수 있을 것 같습니다.,0.756594078
D,D 컴퓨터는 게임과 업무의 균형이 괜찮습니다.,0.58187831
A,A 컴퓨터는 SSD 덕분에 부팅이 매우 빠릅니다.,0.561626612
